#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
Key;English;;;;;;;;;;;;x
bayonet_charge;刺刀冲锋;;;;;;;;;;;;x
bayonet_charge_desc;17世纪后期刺刀的发展导致刺刀冲锋成为19世纪至20世纪步兵的主要战术。早在19世纪，军事学者就已经注意到，大多数刺刀攻击并没有导致近战。相反，一方通常在实际的刺刀战斗开始前逃跑。固定刺刀的行为被认为主要与士气有关，即向朋友和敌人发出愿意近距离杀戮的明确信号。;;;;;;;;;;;;x
portland_cement;人造水泥;;;;;;;;;;;;x
portland_cement_desc;现在市场上的水泥有两种：天然的，直接由石头制成的和人造的，通常称为波特兰水泥。前者的制造只需将水泥石燃烧和研磨即可。人造水泥由约62%的石灰与二氧化硅和氧化铝硅酸盐混合而成，其比例与水泥石中的比例几乎相同，而且不含氧化镁。这似乎是其宪法的全部不同之处。在使用中，人工水泥凝结快，在较短的时间内达到最大硬度；天然水泥硬化慢，长时间暴露在空气中才达到最大硬度。然而，人造水泥允许水泥的广泛生产，而不是依赖于水泥石的可用性。;;;;;;;;;;;;x
canning_process;罐头加工;;;;;;;;;;;;x
canning_process_desc;1809年，法国的尼古拉斯·阿佩特响应法国政府的号召，通过长期的研究，发明了罐头加工工艺，以保存陆军和海军使用的食品。阿佩特的方法是把食物密封在一个瓶子或罐子里，加热到一定的温度，并保持一定的时间，然后把容器密封起来直到使用。1810年，英国的彼得·杜兰德申请了用镀锡铁罐代替瓶子的专利，到1820年，他向英国皇家海军大量供应罐头食品。;;;;;;;;;;;;x
industrial_sawmills;蒸汽动力锯木厂;;;;;;;;;;;;x
industrial_sawmills_desc;到了工业革命时期，圆锯片被发明出来了，随着蒸汽动力的发展，锯木厂的机械化程度可能会大大提高。磨坊里的废木料为锅炉的燃烧提供了燃料来源。效率提高了，但新工厂的资本成本也大幅增加。;;;;;;;;;;;;x
industrial_furniture_production;工业化家具生产;;;;;;;;;;;;x
industrial_furniture_production_desc;以前的木匠和细木工都是用木头做家具和各种各样的建筑结构的，有几种情况结合起来创造了一种新的职业：细木工。细木工行业自身的发展最终导致了建筑方法的相当程度的标准化，特别是在所用接头的类型和各部分木材的厚度方面。这也导致了劳动分工的增加：车工、雕刻工、主席、装潢工都在各自的岗位上工作，制作和组装家具。在新的建筑体系中，平直的、扁平的部分用燕尾榫连接在一起，然后再镶上饰面。它可以与传统的框架法形成对比，传统的框架法是用榫卯接合的方式将栏杆和门楣放在一起，面板安装在凹槽中。一家大型商店经常保留自己的车间，在那里根据顾客的要求生产特殊物品，但在很大程度上，从家具制造公司批发成为惯例。;;;;;;;;;;;;x
industrial_luxury_furniture_production;工业化高档家具生产;;;;;;;;;;;;x
