#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
Key;English;;;;;;;;;;;;x
state_of_emergency_modifier;紧急状态;;;;;;;;;;;;x
state_of_emergency_modifier_desc;紧急状态或例外状态意味着政府可以在此期间暂停和/或更改行政，立法和/或司法机构的某些职能。它提醒公民改变他们的正常行为，并命令政府机构实施应急计划。在自然灾害或人为灾难期间，在内乱期间，或在宣战或国际/国内武装冲突局势之后，政府可以宣布进入紧急状态。;;;;;;;;;;;;x
ANY_ALL;任何省份;;;;;;;;;;;;x
HAS_NOT_GOODS;不生产;;;;;;;;;;;;x
IS_IN_REGION;在地区;;;;;;;;;;;;x
TRIGMOD_HEADER;向尊敬的$MONARCHTITLE$报告;;;;;;;;;;;;x
TRIGMODLOST_HEADER;向尊敬的$MONARCHTITLE$报告;;;;;;;;;;;;x
TRIGGER_CIV_PROGRESS_LESS;开化进程： 50%;;;;;;;;;;;;x
had_liberal_revolution;自由主义革命已经结束了;;;;;;;;;;;;x
oriental_crisis_support_OE;支持奥斯曼;;;;;;;;;;;;x
oriental_crisis_support_Egypt;支持埃及;;;;;;;;;;;;x
MAJORITY_IS_NOT;人口中的大部分都不是;;;;;;;;;;;;x
crimean_surrender;奥斯曼投降;;;;;;;;;;;;x
colonial_chaos;糟糕的殖民地;;;;;;;;;;;;x
colonial_chaos_desc;我们的殖民地处于混乱中，如果我们不尽快恢复秩序那么我们就有完全失去它的危险！;;;;;;;;;;;;x
loss_of_control;失去控制权;;;;;;;;;;;;x
loss_of_control_desc;我们已经失去了对殖民地的控制。;;;;;;;;;;;;x
nationalist_agitation;民族主义骚动;;;;;;;;;;;;x
nationalist_agitation_desc;民族主义者正在挑起事端来对抗我们。;;;;;;;;;;;;x
patriot_uprising;爱国主义者起义;;;;;;;;;;;;x
patriot_uprising_desc;爱国主义者已经控制了省份。;;;;;;;;;;;;x
the_ikhwan;与瓦哈比派信徒联盟;;;;;;;;;;;;x
the_ikhwan_desc;我们已经和贝都因人联合，统一伊斯兰的世界指日可待！;;;;;;;;;;;;x
mandate;天命;;;;;;;;;;;;x
holy_city;圣城;;;;;;;;;;;;x
holy_city_desc;麦加是伊斯兰世界的中心。占有她就意味着我们超过了其他所有伊斯兰国家，并证明伊斯兰世界未来的命运掌握在我们的手中。;;;;;;;;;;;;x
self_strengthening_movement;自强运动;;;;;;;;;;;;x
drive_to_reunify;推动统一;;;;;;;;;;;;x
drive_to_reunify_desc;我们必须重新统一国家，无论付出什么代价！;;;;;;;;;;;;x
taiping_draft;壮丁充军;;;;;;;;;;;;x
the_female_shortage;男女比例失衡;;;;;;;;;;;;x
the_female_shortage_desc;人口赤字意味着中国的男性比女性多，人口增长放缓，使绝大多数单身男性无法组建家庭。;;;;;;;;;;;;x
christian_pamphlets;基督教小册子;;;;;;;;;;;;x
chinese_floods;洪涝破坏;;;;;;;;;;;;x
small_country_draft;紧急征兵;;;;;;;;;;;;x
small_country_draft_desc;我们必须征募所有健全的人去战斗！;;;;;;;;;;;;x
daimyo_draft;鼓动武士;;;;;;;;;;;;x
daimyo_draft_desc;我们必须动员全部的武士阶级去战斗！;;;;;;;;;;;;x
sons_of_liberty;自由之子;;;;;;;;;;;;x
sons_of_liberty_desc;一个由支持民主的自由主义者组成的民兵组织决心要么让合众国回归民主传统，要么让他们的州脱离联邦。;;;;;;;;;;;;x
peasant_revolt;农民叛乱;;;;;;;;;;;;x
peasant_revolt_desc;这个省份不是很稳定，各种骚乱与横行的暴力让当地政府措手不及。;;;;;;;;;;;;x
shastar_vidya;Shastar Vidiya;;;;;;;;;;;;x
shastar_vidya_desc;来自锡克语的“sastravidya”，意为“剑的知识”，是锡克人在马上使剑的武术。这一剑术使锡克骑兵成为一支令人生畏的力量，即使对于更现代化的英国军队也是如此。;;;;;;;;;;;;x
force_publique;公共力量;;;;;;;;;;;;x
force_publique_title;建立公共力量;;;;;;;;;;;;x
