#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
PROV2477;瓦南布尔;;;;;;;;;;;;x
PROV1795;班布胡;;;;;;;;;;;;x
PROV1905;Sia;;;;;;;;;;;;x
PROV1981;厄尔巴;;;;;;;;;;;;x
PROV2131;福克兰与南乔治亚;;;;;;;;;;;;x
PROV3319;瓦希塔希;;;;;;;;;;;;x
PROV3320;瓦伊拉泰阿;;;;;;;;;;;;x
PROV3321;努库塔瓦凯;;;;;;;;;;;;x
PROV3322;皮纳基;;;;;;;;;;;;x
FRA_411;洛林;;;;;;;;;;;;x
PROV934;萨玛沃;;;;;;;;;;;;x
AUS_627;下西里西亚;;;;;;;;;;;;x
ABU_1162;阿拉伯湾;;;;;;;;;;;;x
EGY_897;西叙利亚;;;;;;;;;;;;x
EGY_903;东叙利亚;;;;;;;;;;;;x
PROV928;巴古拜;;;;;;;;;;;;x
PROV1813;哈塞克;;;;;;;;;;;;x
PROV907;代尔祖尔;;;;;;;;;;;;x
PROV901;拉卡;;;;;;;;;;;;x
PROV2133;吉萨卜;;;;;;;;;;;;x
PROV1214;扎兰季;;;;;;;;;;;;x
PROV582;比勒费尔德;;;;;;;;;;;;x
FRA_400;香槟;;;;;;;;;;;;x
PROV2346;科洛尼亚;;;;;;;;;;;;x
PROV1447;塔利亚布;;;;;;;;;;;;x
BEL_1977;下刚果;;;;;;;;;;;;x
TUR_832;色萨利;;;;;;;;;;;;x
PROV1972;巴拉卡;;;;;;;;;;;;x
EGY_1758;西部沙漠;;;;;;;;;;;;x
PROV1895;达洛亚;;;;;;;;;;;;x
FRA_1775;特拉布-贝丹;;;;;;;;;;;;x
PROV2721;黑尔戈兰湾;;;;;;;;;;;;x
RUS_959;沃伦;;;;;;;;;;;;x
druze;德鲁兹派;;;;;;;;;;;;x
PROV911;马安;;;;;;;;;;;;x
PROV910;阿兹拉克;;;;;;;;;;;;x
PROV2582;卡塔罗;;;;;;;;;;;;x
PROV1839;富拉;;;;;;;;;;;;x
PROV1739;贾卢德;;;;;;;;;;;;x
PROV1806;百卢达;;;;;;;;;;;;x
PROV2046;姆贝亚;;;;;;;;;;;;x
PROV1850;克伦;;;;;;;;;;;;x
AUS_733;弗留利;;;;;;;;;;;;x
PAP_741;艾米利亚-罗马涅;;;;;;;;;;;;x
mining_district;矿区;;;;;;;;;;;;x
new_world_semidesert;沙漠灌木丛;;;;;;;;;;;;x
new_world_desert;沙漠;;;;;;;;;;;;x
new_world_boreal;针叶林;;;;;;;;;;;;x
new_world_montane_tundra;高山苔原;;;;;;;;;;;;x
new_world_arctic;苔原;;;;;;;;;;;;x
new_world_mountain;山地草原;;;;;;;;;;;;x
new_world_jungle;丛林;;;;;;;;;;;;x
new_world_plains;草原;;;;;;;;;;;;x
new_world_small_island;岛屿;;;;;;;;;;;;x
arid_climate;干旱气候;;;;;;;;;;;;x
CANAL_6;英吉利海峡;;;;;;;;;;;;x
GRE_837;希腊中部;;;;;;;;;;;;x
PROV2669;松德里奥;;;;;;;;;;;;x
PROV8;贝卢诺;;;;;;;;;;;;x
PROV2351;玛格达莱娜;;;;;;;;;;;;x
PROV10;佩斯卡拉;;;;;;;;;;;;x
PROV3318;塞马湖;;;;;;;;;;;;x
PROV3317;派延奈湖;;;;;;;;;;;;x
PROV3316;奥卢湖;;;;;;;;;;;;x
PROV3315;谢戈泽罗湖;;;;;;;;;;;;x
PROV3314;斯图尔湖;;;;;;;;;;;;x
PROV3313;锡利扬湖;;;;;;;;;;;;x
PROV3312;耶尔马伦湖;;;;;;;;;;;;x
PROV3311;内伊湖;;;;;;;;;;;;x
PROV3310;呼伦湖;;;;;;;;;;;;x
PROV3309;Namak Lake;;;;;;;;;;;;x
PROV3308;哈尔乌苏湖;;;;;;;;;;;;x
PROV3307;吉尔吉斯湖;;;;;;;;;;;;x
PROV3306;乌布苏湖;;;;;;;;;;;;x
PROV3305;库苏古尔湖;;;;;;;;;;;;x
PROV3304;斋桑泊;;;;;;;;;;;;x
PROV3303;阿拉湖;;;;;;;;;;;;x
PROV3302;兴凯湖;;;;;;;;;;;;x
PROV3301;洪泽湖;;;;;;;;;;;;x
PROV3300;色林错;;;;;;;;;;;;x
PROV3299;东部盐湖;;;;;;;;;;;;x
PROV3298;霍德纳盐湖;;;;;;;;;;;;x
PROV3297;迈勒吉尔盐湖;;;;;;;;;;;;x
PROV3296;吉利特盐湖;;;;;;;;;;;;x
PROV3295;太湖;;;;;;;;;;;;x
PROV3294;姆韦鲁湖;;;;;;;;;;;;x
PROV3293;鲁夸湖;;;;;;;;;;;;x
PROV3292;阿盖尔湖;;;;;;;;;;;;x
PROV3291;麦凯湖;;;;;;;;;;;;x
PROV3290;艾尔湖;;;;;;;;;;;;x
PROV3289;Lake Frome;;;;;;;;;;;;x
PROV3288;托伦斯湖;;;;;;;;;;;;x
PROV3287;盖尔德纳湖;;;;;;;;;;;;x
PROV3286;宋卡湖;;;;;;;;;;;;x
PROV3285;法尼亚诺湖;;;;;;;;;;;;x
PROV12;佐渡;;;;;;;;;;;;x
PROV1531;坦博拉;;;;;;;;;;;;x
PROV2537;比拉拉;;;;;;;;;;;;x
PROV158;杜鲁斯;;;;;;;;;;;;x
PROV29;克孜勒库姆;;;;;;;;;;;;x
PROV2595;努纳武特;;;;;;;;;;;;x
PROV25;旧弓堡;;;;;;;;;;;;x
PROV6;塞尔扣克;;;;;;;;;;;;x
PROV35;皮特堡;;;;;;;;;;;;x
PROV28;贾斯帕;;;;;;;;;;;;x
PROV26;落基山庄;;;;;;;;;;;;x
PROV22;邦尼维尔;;;;;;;;;;;;x
PROV24;切斯特菲尔德堡;;;;;;;;;;;;x
PROV34;卡尔顿堡;;;;;;;;;;;;x
PROV33;艾伯特王子城;;;;;;;;;;;;x
PROV41;埃利斯堡;;;;;;;;;;;;x
PROV2594;奥斯纳堡山庄;;;;;;;;;;;;x
PROV49;拉特波蒂奇;;;;;;;;;;;;x
PROV52;奥里利亚;;;;;;;;;;;;x
PROV75;巴斯克港;;;;;;;;;;;;x
PROV69;小瀑布;;;;;;;;;;;;x
PROV683;瓦尔登堡;;;;;;;;;;;;x
PROV43;克拉克斯维尔;;;;;;;;;;;;x
PROV134;帕克堡;;;;;;;;;;;;x
PROV135;埃斯塔卡多平原;;;;;;;;;;;;x
PROV85;索诺玛;;;;;;;;;;;;x
urban;城镇;;;;;;;;;;;;x
FRA_1901;乌埃;;;;;;;;;;;;x
ASH_1910;沃尔塔;;;;;;;;;;;;x
PROV155;斯奈尔堡;;;;;;;;;;;;x
PROV156;雷维尔堡;;;;;;;;;;;;x
PROV157;里普利堡;;;;;;;;;;;;x
PROV92;库里斯佩尔;;;;;;;;;;;;x
PROV93;霍尔堡;;;;;;;;;;;;x
PROV123;罗比度堡;;;;;;;;;;;;x
PROV124;波尔多驿站;;;;;;;;;;;;x
PROV125;丰特内尔驿站;;;;;;;;;;;;x
PROV126;莱文沃思堡;;;;;;;;;;;;x
PROV127;马恩堡;;;;;;;;;;;;x
PROV113;加勒廷山谷;;;;;;;;;;;;x
PROV117;克拉克堡;;;;;;;;;;;;x
PROV118;詹姆斯堡;;;;;;;;;;;;x
PROV119;联盟堡;;;;;;;;;;;;x
PROV122;皮埃尔堡;;;;;;;;;;;;x
PROV121;雪松堡;;;;;;;;;;;;x
PROV120;基奥瓦堡;;;;;;;;;;;;x
PROV114;欧文堡;;;;;;;;;;;;x
PROV115;本顿堡;;;;;;;;;;;;x
PROV116;范布伦堡;;;;;;;;;;;;x
PROV131;沃希托堡;;;;;;;;;;;;x
PROV130;吉布森堡;;;;;;;;;;;;x
PROV111;博纳维尔堡;;;;;;;;;;;;x
PROV112;拉勒米堡;;;;;;;;;;;;x
PROV106;本特堡;;;;;;;;;;;;x
PROV2702;阿尔蒂库杜克;;;;;;;;;;;;x
PROV1210;昆都士;;;;;;;;;;;;x
PROV1196;乌尔根奇;;;;;;;;;;;;x
PROV686;梅尔夫;;;;;;;;;;;;x
BUR_1334;曼德勒;;;;;;;;;;;;x
PROV2623;中途岛和威克岛;;;;;;;;;;;;x
PROV2524;基里基里罗阿;;;;;;;;;;;;x
PROV579;新维德;;;;;;;;;;;;x
PROV574;科布伦茨;;;;;;;;;;;;x
PROV547;格赖夫斯瓦尔德;;;;;;;;;;;;x
PROV57;拜顿;;;;;;;;;;;;x
PROV2036;姆兹兹玛;;;;;;;;;;;;x
PROV2681;台北;;;;;;;;;;;;x
PROV1485;台南;;;;;;;;;;;;x
PROV2562;台东;;;;;;;;;;;;x
PROV1743;诺德霍恩;;;;;;;;;;;;x
PROV1738;杰格布卜;;;;;;;;;;;;x
PROV2585;焦夫;;;;;;;;;;;;x
PROV1742;瓦斯;;;;;;;;;;;;x
PROV1744;塞卜哈;;;;;;;;;;;;x
PROV2016;姆皮卡;;;;;;;;;;;;x
PROV2017;卡曾贝;;;;;;;;;;;;x
PROV3104;尼亚萨湖;;;;;;;;;;;;x
PROV702;伦贝格;;;;;;;;;;;;x
PROV952;塔诺波尔;;;;;;;;;;;;x
PROV2605;纳格恩尼亚拉库;;;;;;;;;;;;x
PROV2601;威尔金克拉湖;;;;;;;;;;;;x
PROV2495;蒂拉里沙漠;;;;;;;;;;;;x
PROV1990;金杜;;;;;;;;;;;;x
PROV1991;卢索其;;;;;;;;;;;;x
PROV2471;巴瑟斯特;;;;;;;;;;;;x
PROV2496;纳拉伯;;;;;;;;;;;;x
PROV2603;察纳米;;;;;;;;;;;;x
PROV2507;木帕特维;;;;;;;;;;;;x
PROV2505;埃辛顿港;;;;;;;;;;;;x
RUS_973;赫尔松-扎波罗热;;;;;;;;;;;;x
RUS_955;波多里亚;;;;;;;;;;;;x
PROV3107;贝加尔湖;;;;;;;;;;;;x
PROV2589;对马;;;;;;;;;;;;x
PROV1724;奥克尼与设德兰;;;;;;;;;;;;x
PROV1858;阿萨伊塔;;;;;;;;;;;;x
australia_new_zealand;大洋洲;;;;;;;;;;;;x
polynesia;波利尼西亚;;;;;;;;;;;;x
desert;沙漠;;;;;;;;;;;;x
semidesert;半荒漠;;;;;;;;;;;;x
small_island;岛屿;;;;;;;;;;;;x
coral_island;环礁;;;;;;;;;;;;x
forest;森林;;;;;;;;;;;;x
boreal;针叶林;;;;;;;;;;;;x
arctic;苔原;;;;;;;;;;;;x
plains;草原;;;;;;;;;;;;x
hills;丘陵草原;;;;;;;;;;;;x
dryhills;干旱丘陵草原;;;;;;;;;;;;x
mountain;山地草原;;;;;;;;;;;;x
montane_tundra;高山苔原;;;;;;;;;;;;x
montane_forest;山地森林;;;;;;;;;;;;x
savanna;疏林草原;;;;;;;;;;;;x
PROV1377;岘港;;;;;;;;;;;;x
PROV1720;贝沙尔;;;;;;;;;;;;x
PROV1714;圣罗莎;;;;;;;;;;;;x
PROV2631;尤纳拉克利特;;;;;;;;;;;;x
PROV1780;德巴尔;;;;;;;;;;;;x
PROV2371;乌奎亚;;;;;;;;;;;;x
PROV2953;纽约湾;;;;;;;;;;;;x
PROV2954;切萨皮克湾;;;;;;;;;;;;x
PROV1930;伊达;;;;;;;;;;;;x
PROV1937;武卡里;;;;;;;;;;;;x
PROV1936;恩苏卡;;;;;;;;;;;;x
PROV2697;精奇里;;;;;;;;;;;;x
PROV1081;雅克萨;;;;;;;;;;;;x
RUS_1072;海兰泡;;;;;;;;;;;;x
PROV1085;海兰泡;;;;;;;;;;;;x
PROV1600;乌鲁木齐;;;;;;;;;;;;x
PROV2839;耐心湾;;;;;;;;;;;;x
PROV2831;宗谷海峡;;;;;;;;;;;;x
PROV2830;东海;;;;;;;;;;;;x
