#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
Key;English;;;;;;;;;;;;x
GER_hms_government;德意志帝国;;;;;;;;;;;;x
finnougric;芬兰-乌戈尔人;;;;;;;;;;;;x
ARC_reactionary;人民复兴会;;;;;;;;;;;;x
TMT;土阿莫土;;;;;;;;;;;;x
TMT_ADJ;土阿莫土的;;;;;;;;;;;;x
ION_liberal;激进党;;;;;;;;;;;;x
ION_conservative;改革党;;;;;;;;;;;;x
ION_reactionary;保护支持党;;;;;;;;;;;;x
ION_socialist;社会党;;;;;;;;;;;;x
ION_communist;共产党;;;;;;;;;;;;x
ION_fascist;民族同盟;;;;;;;;;;;;x
ION_anarcho_liberal;民族激进党;;;;;;;;;;;;x
PNK;坤甸;;;;;;;;;;;;x
PNK_ADJ;坤甸的;;;;;;;;;;;;x
PNK_conservative;坤甸派;;;;;;;;;;;;x
PNK_liberal;三发派;;;;;;;;;;;;x
PNK_reactionary;喃吧哇派;;;;;;;;;;;;x
ATC;安的列斯邦联;;;;;;;;;;;;x
ATC_ADJ;安的列斯的;;;;;;;;;;;;x
PPG;巴布亚新几内亚;;;;;;;;;;;;x
PPG_ADJ;巴布亚新几内亚的;;;;;;;;;;;;x
VTU;瓦努阿图;;;;;;;;;;;;x
VTU_ADJ;瓦努阿图的;;;;;;;;;;;;x
SMO;萨摩亚;;;;;;;;;;;;x
SMO_ADJ;萨摩亚的;;;;;;;;;;;;x
ROM_reactionary;罗马尼亚民族党;;;;;;;;;;;;x
ROM_reactionary_2;国家民主党;;;;;;;;;;;;x
ROM_reactionary_3;人民党;;;;;;;;;;;;x
ROM_conservative;保守党;;;;;;;;;;;;x
ROM_conservative_2;农民党;;;;;;;;;;;;x
ROM_conservative_3;全国农民党;;;;;;;;;;;;x
ROM_liberal;自由独立派;;;;;;;;;;;;x
ROM_liberal_2;国家自由党;;;;;;;;;;;;x
ROM_anarcho_liberal;人民权利党;;;;;;;;;;;;x
ROM_socialist;社会民主党;;;;;;;;;;;;x
ROM_communist;共产党;;;;;;;;;;;;x
ROM_fascist;铁卫团;;;;;;;;;;;;x
ZBW;津巴布韦;;;;;;;;;;;;x
ZBW_ADJ;津巴布韦的;;;;;;;;;;;;x
ZBW_liberal;统一非洲民族会议;;;;;;;;;;;;x
ZBW_conservative;津巴布韦统一人民组织;;;;;;;;;;;;x
ZBW_socialist;津巴布韦非洲民族联盟;;;;;;;;;;;;x
ZBW_reactionary;爱国阵线;;;;;;;;;;;;x
ZBW_anarcho_liberal;津巴布韦激进党;;;;;;;;;;;;x
ZBW_communist;津巴布韦非洲人民联盟;;;;;;;;;;;;x
ZBW_fascist;津巴布韦法西斯党;;;;;;;;;;;;x
CMS;科摩罗;;;;;;;;;;;;x
CMS_ADJ;科摩罗的;;;;;;;;;;;;x
CMS_liberal;科摩罗人民民主联盟;;;;;;;;;;;;x
CMS_conservative;科摩罗民主同盟;;;;;;;;;;;;x
CMS_socialist;科摩罗社会党;;;;;;;;;;;;x
CMS_reactionary;科摩罗进步同盟;;;;;;;;;;;;x
CMS_anarcho_liberal;实现民主的能力;;;;;;;;;;;;x
CMS_communist;科摩罗人民民主大会;;;;;;;;;;;;x
CMS_fascist;救国党;;;;;;;;;;;;x
nahua;中美洲印第安人;;;;;;;;;;;;x
kreol;克里奥尔人;;;;;;;;;;;;x
EQG;赤道几内亚;;;;;;;;;;;;x
EQG_ADJ;赤道几内亚的;;;;;;;;;;;;x
EQG_absolute_monarchy;莫卡;;;;;;;;;;;;x
EQG_absolute_monarchy_ADJ;莫卡的;;;;;;;;;;;;x
EQG_liberal;民主进步联盟;;;;;;;;;;;;x
EQG_conservative;人民联盟党;;;;;;;;;;;;x
EQG_socialist;人民理念党;;;;;;;;;;;;x
EQG_reactionary_2;赤道几内亚民主党;;;;;;;;;;;;x
EQG_reactionary;布比人同盟;;;;;;;;;;;;x
EQG_anarcho_liberal;人民行动党;;;;;;;;;;;;x
EQG_communist;统一国家工人党;;;;;;;;;;;;x
EQG_fascist;民族联合运动;;;;;;;;;;;;x
western_nigritic;西非黑人;;;;;;;;;;;;x
kefficho;卡法人;;;;;;;;;;;;x
harari;哈拉尔人;;;;;;;;;;;;x
east_kwa;克瓦人;;;;;;;;;;;;x
gur;古尔人;;;;;;;;;;;;x
south_forest_bantu;中央班图人;;;;;;;;;;;;x
forest_bantu;西北班图人;;;;;;;;;;;;x
ubangian;乌班吉人;;;;;;;;;;;;x
kavango;卡万戈-金邦杜人;;;;;;;;;;;;x
southern_bantu;南班图人;;;;;;;;;;;;x
yao;尧-马孔德人;;;;;;;;;;;;x
teda;图布人;;;;;;;;;;;;x
sara;撒拉-巴吉尔米人;;;;;;;;;;;;x
tiv;类班图人;;;;;;;;;;;;x
baguirmi;马班人;;;;;;;;;;;;x
nyasa;尼亚萨人;;;;;;;;;;;;x
kilombero;基隆贝罗人;;;;;;;;;;;;x
cushitic;库希特人;;;;;;;;;;;;x
nilotic;尼罗特人;;;;;;;;;;;;x
lacustrine_bantu;东北班图人;;;;;;;;;;;;x
maasai;卡伦金-马赛人;;;;;;;;;;;;x
kikuyu;基库尤-坎巴人;;;;;;;;;;;;x
HTY;土库曼明尼;;;;;;;;;;;;x
HTY_ADJ;伊拉克土库曼人的;;;;;;;;;;;;x
POR_fascist;国家工团主义运动;;;;;;;;;;;;x
IRE_fascist;蓝衫党;;;;;;;;;;;;x
IRE_communist;爱尔兰共产党;;;;;;;;;;;;x
IRE_conservative;爱尔兰保守党;;;;;;;;;;;;x
AST_fascist;青年近卫军;;;;;;;;;;;;x
SGF_ADJ;南德意志的;;;;;;;;;;;;x
alaskan;阿拉斯加人;;;;;;;;;;;;x
USA_conservative_2;民主党人;;;;;;;;;;;;x
USA_conservative_4;民主党;;;;;;;;;;;;x
USA_liberal;共和党人;;;;;;;;;;;;x
USA_liberal_4;共和党;;;;;;;;;;;;x
YUG_fascist;南斯拉夫民族运动;;;;;;;;;;;;x
YUG_ADJ;南斯拉夫;;;;;;;;;;;;x
AUS_fascist;祖国战线;;;;;;;;;;;;x
SWI_liberal;自由民主党;;;;;;;;;;;;x
GCO_communist;共产党;;;;;;;;;;;;x
GCO_fascist;法西斯党;;;;;;;;;;;;x
MNP;曼尼普尔;;;;;;;;;;;;x
MNP_ADJ;曼尼普尔的;;;;;;;;;;;;x
BDK_absolute_monarchy;昆都士;;;;;;;;;;;;x
BDK;巴达赫尚;;;;;;;;;;;;x
BDK_ADJ;巴达赫尚的;;;;;;;;;;;;x
guajiro;瓦尤人;;;;;;;;;;;;x
lendu;伦杜人;;;;;;;;;;;;x
ruanda;卢旺达人;;;;;;;;;;;;x
kingwana;金佤那人;;;;;;;;;;;;x
chokwe;绍奎人;;;;;;;;;;;;x
CNG;刚果;;;;;;;;;;;;x
CNG_absolute_monarchy;刚果自由邦;;;;;;;;;;;;x
CNG_presidential_dictatorship;扎伊尔;;;;;;;;;;;;x
CNG_democracy;刚果共和国;;;;;;;;;;;;x
CNG_liberal_2;巴刚果联盟;;;;;;;;;;;;x
CNG_conservative_2;刚果民族运动;;;;;;;;;;;;x
CNG_socialist;非洲团结党;;;;;;;;;;;;x
CNG_reactionary_2;革命人民运动;;;;;;;;;;;;x
CNG_anarcho_liberal;共同阵线;;;;;;;;;;;;x
CNG_communist;刚果全国总工会;;;;;;;;;;;;x
CNG_fascist;国家统一党;;;;;;;;;;;;x
GEO_conservative;统一格鲁吉亚党;;;;;;;;;;;;x
GEO_liberal;格鲁吉亚共和党;;;;;;;;;;;;x
GEO_reactionary;格鲁吉亚保守党;;;;;;;;;;;;x
GEO_anarcho_liberal;格鲁吉亚道路;;;;;;;;;;;;x
GEO_socialist;格鲁吉亚工党;;;;;;;;;;;;x
GEO_communist;格鲁吉亚共产党;;;;;;;;;;;;x
GEO_fascist;格鲁吉亚民族联合运动;;;;;;;;;;;;x
scottish;苏格兰人;;;;;;;;;;;;x
ITA_reactionary;君主派;;;;;;;;;;;;x
ITA_conservative;右派;;;;;;;;;;;;x
ITA_conservative_2;意大利自由党;;;;;;;;;;;;x
ITA_conservative_3;左派不同政见者;;;;;;;;;;;;x
ITA_liberal;左派;;;;;;;;;;;;x
ITA_liberal_2;意大利共和党;;;;;;;;;;;;x
ITA_socialist;极端派;;;;;;;;;;;;x
ITA_socialist_2;意大利社会党;;;;;;;;;;;;x
ITA_anarcho_liberal;极端自由派;;;;;;;;;;;;x
ITA_communist;意大利共产党;;;;;;;;;;;;x
ITA_fascist;国家法西斯党;;;;;;;;;;;;x
PGG_reactionary;哲合忍耶门宦;;;;;;;;;;;;x
PGG_liberal;改革派阵营;;;;;;;;;;;;x
PGG_conservative;穆斯林运动党;;;;;;;;;;;;x
PGG_anarcho_liberal;激进党;;;;;;;;;;;;x
PGG_socialist;社会党;;;;;;;;;;;;x
PGG_communist;共产党;;;;;;;;;;;;x
PGG_fascist;法西斯党;;;;;;;;;;;;x
PGG;平南国;;;;;;;;;;;;x
PGG_ADJ;平南国的;;;;;;;;;;;;x
UKR_conservative;乌克兰农民民主党;;;;;;;;;;;;x
UKR_liberal;乌克兰民主党;;;;;;;;;;;;x
UKR_reactionary;土地所有者大会;;;;;;;;;;;;x
UKR_anarcho_liberal;乌克兰激进党;;;;;;;;;;;;x
UKR_socialist;乌克兰社会民主工党;;;;;;;;;;;;x
UKR_communist;乌克兰共产党;;;;;;;;;;;;x
UKR_fascist;乌克兰民族主义者组织;;;;;;;;;;;;x
TUN;突尼斯;;;;;;;;;;;;x
TUN_absolute_monarchy;突尼斯;;;;;;;;;;;;x
TUN_prussian_constitutionalism;突尼斯;;;;;;;;;;;;x
ALB_communist;阿尔巴尼亚劳动党;;;;;;;;;;;;x
ALB_fascist;阿尔巴尼亚法西斯党;;;;;;;;;;;;x
ALB_conservative;合法运动党;;;;;;;;;;;;x
AUS_communist;奥地利共产党;;;;;;;;;;;;x
BEL_liberal;自由党;;;;;;;;;;;;x
BEL_conservative;天主教党;;;;;;;;;;;;x
BEL_reactionary;激进党;;;;;;;;;;;;x
BEL_anarcho_liberal;激进党;;;;;;;;;;;;x
BEL_socialist;比利时工党;;;;;;;;;;;;x
BEL_conservative_2;基督教人民党;;;;;;;;;;;;x
BEL_conservative_3;会议党;;;;;;;;;;;;x
BEL_communist;比利时共产党;;;;;;;;;;;;x
BEL_fascist;雷克斯党;;;;;;;;;;;;x
BUL_socialist;保加利亚社会民主工党;;;;;;;;;;;;x
BUL_liberal;保加利亚农民联盟;;;;;;;;;;;;x
BUL_anarcho_liberal;激进党;;;;;;;;;;;;x
BUL_communist;保加利亚共产党;;;;;;;;;;;;x
BUL_conservative;保守党;;;;;;;;;;;;x
CAN_socialist; 加拿大社会党;;;;;;;;;;;;x
CAN_communist;加拿大共产党;;;;;;;;;;;;x
CAN_conservative;加拿大保守党;;;;;;;;;;;;x
CAN_reactionary;托利党;;;;;;;;;;;;x
CAN_liberal_1;红党;;;;;;;;;;;;x
CAN_liberal_2;加拿大自由党;;;;;;;;;;;;x
DAI;越南;;;;;;;;;;;;x
DAI_communist;越南共产党;;;;;;;;;;;;x
ENG_communist;大不列颠共产党;;;;;;;;;;;;x
ENG_conservative;托利党;;;;;;;;;;;;x
ENG_reactionary;高托利党;;;;;;;;;;;;x
FIN_fascist;爱国人民运动;;;;;;;;;;;;x
MEX_socialist;墨西哥劳工党;;;;;;;;;;;;x
MEX_communist;社会主义工人党;;;;;;;;;;;;x
MEX_fascist;全国共治主义联盟;;;;;;;;;;;;x
NET_conservative;反革命党;;;;;;;;;;;;x
HOL_socialist_1;社会民主联盟(SDV);;;;;;;;;;;;x
HOL_socialist_2;社会民主联盟(SDB);;;;;;;;;;;;x
HOL_socialist_3;社会民主工党;;;;;;;;;;;;x
HOL_fascist;人民联盟;;;;;;;;;;;;x
POR_socialist;葡萄牙社会党;;;;;;;;;;;;x
POR_communist;葡萄牙共产党;;;;;;;;;;;;x
RUS_fascist;全俄罗斯法西斯组织;;;;;;;;;;;;x
SER_reactionary;国民党;;;;;;;;;;;;x
SER_communist;塞尔维亚社会民主党;;;;;;;;;;;;x
SER_fascist;民族自卫组织;;;;;;;;;;;;x
SER_conservative;宪法捍卫者;;;;;;;;;;;;x
SER_conservative_2;保守党;;;;;;;;;;;;x
SER_conservative_3;塞尔维亚进步党;;;;;;;;;;;;x
SER_socialist;独立激进党;;;;;;;;;;;;x
SER_liberal;自由党;;;;;;;;;;;;x
SER_liberal_2;激进人民党;;;;;;;;;;;;x
SER_anarcho_liberal;无政府自由党;;;;;;;;;;;;x
GRE_communist;希腊共产党;;;;;;;;;;;;x
GRE_socialist;希腊社会党;;;;;;;;;;;;x
GRE_fascist;希腊民族同盟;;;;;;;;;;;;x
GRE_anarcho_liberal;民族激进党;;;;;;;;;;;;x
GRE_reactionary;俄罗斯党;;;;;;;;;;;;x
GRE_conservative;宪政党;;;;;;;;;;;;x
GRE_conservative_2;国民党;;;;;;;;;;;;x
GRE_liberal;国家党;;;;;;;;;;;;x
GRE_liberal_2;新党;;;;;;;;;;;;x
USA_socialist;工人党;;;;;;;;;;;;x
USA_communist;美国共产党;;;;;;;;;;;;x
USA_fascist;银衫军;;;;;;;;;;;;x
YUG_reactionary;南斯拉夫民族党;;;;;;;;;;;;x
YUG_liberal;独立民主党;;;;;;;;;;;;x
YUG_anarcho_liberal;人民激进党;;;;;;;;;;;;x
YUG_communist;南斯拉夫共产党;;;;;;;;;;;;x
YUG_socialist;南斯拉夫社会主义劳动党;;;;;;;;;;;;x
YUG_conservative;南斯拉夫民主党;;;;;;;;;;;;x
NMB;纳米比亚;;;;;;;;;;;;x
NMB_ADJ;纳米比亚的;;;;;;;;;;;;x
NMB_liberal;共和党;;;;;;;;;;;;x
NMB_conservative;国家团结民主组织;;;;;;;;;;;;x
NMB_socialist;西南非洲人民同盟;;;;;;;;;;;;x
NMB_reactionary;纳米比亚人民民主组织;;;;;;;;;;;;x
NMB_anarcho_liberal;经济自由斗士;;;;;;;;;;;;x
NMB_communist;西南非洲人民组织;;;;;;;;;;;;x
NMB_fascist;爱国统一运动;;;;;;;;;;;;x
SLG;雪兰莪;;;;;;;;;;;;x
SLG_ADJ;雪兰莪的;;;;;;;;;;;;x
PRK;霹雳;;;;;;;;;;;;x
PRK_ADJ;霹雳的;;;;;;;;;;;;x
PHG;彭亨;;;;;;;;;;;;x
PHG_ADJ;彭亨的;;;;;;;;;;;;x
SGM;锡格马林根;;;;;;;;;;;;x
SGM_ADJ;锡格马林根的;;;;;;;;;;;;x
FRO;法罗群岛;;;;;;;;;;;;x
FRO_ADJ;法罗的;;;;;;;;;;;;x
FRO_liberal;自治政府党;;;;;;;;;;;;x
FRO_conservative;联盟党;;;;;;;;;;;;x
FRO_reactionary;法罗人党;;;;;;;;;;;;x
FRO_socialist;社会民主党;;;;;;;;;;;;x
FRO_anarcho_liberal;工人党;;;;;;;;;;;;x
FRO_communist;法罗共产党;;;;;;;;;;;;x
FRO_fascist;人民阵线;;;;;;;;;;;;x
RUS_proletarian_dictatorship;苏联;;;;;;;;;;;;x
NEH;纳沙泰尔;;;;;;;;;;;;x
NEH_ADJ;尼泊尔;;;;;;;;;;;;x
UBD_fascist;波罗的法西斯联盟;;;;;;;;;;;;x
UBD_communist;波罗的共产党;;;;;;;;;;;;x
UBD_socialist;波罗的工人及社会主义者联盟;;;;;;;;;;;;x
UBD_socialist_2;波罗的劳动党;;;;;;;;;;;;x
UBD_anarcho_liberals;激进党;;;;;;;;;;;;x
UBD_liberal_2;全民议会;;;;;;;;;;;;x
UBD_liberal;进步党;;;;;;;;;;;;x
UBD_conservative_2;农民及土地所有者联盟;;;;;;;;;;;;x
UBD_reactionary;保皇党;;;;;;;;;;;;x
UBD_conservative;德意志议会;;;;;;;;;;;;x
EST_fascist;独立运动党;;;;;;;;;;;;x
EST_communist;爱沙尼亚共产党;;;;;;;;;;;;x
EST_socialist;爱沙尼亚社会主义工人党;;;;;;;;;;;;x
EST_socialist_2;爱沙尼亚工党;;;;;;;;;;;;x
EST_anarcho_liberal;激进民主党;;;;;;;;;;;;x
EST_liberal;自由党;;;;;;;;;;;;x
EST_conservative;农民大会;;;;;;;;;;;;x
EST_conservative_2;爱沙尼亚基督教民主人士党;;;;;;;;;;;;x
EST_reactionary;爱沙尼亚保皇党;;;;;;;;;;;;x
EST_reactionary_2;祖国联盟;;;;;;;;;;;;x
LIV_fascist;雷十字党;;;;;;;;;;;;x
LIV_communist;拉脱维亚共产党(布);;;;;;;;;;;;x
LIV_socialist_2;拉脱维亚共产党(孟);;;;;;;;;;;;x
LIV_socialist;拉脱维亚社会民主工党;;;;;;;;;;;;x
LIV_anarcho_liberal;拉脱维亚激进民主党;;;;;;;;;;;;x
LIV_liberal_2;自由党;;;;;;;;;;;;x
LIV_liberal;民主中央党;;;;;;;;;;;;x
LIV_conservative_2;基督教和天主教农民联盟;;;;;;;;;;;;x
LIV_conservative;拉脱维亚农民联盟;;;;;;;;;;;;x
LIV_reactionary_2;民族联盟;;;;;;;;;;;;x
LIV_reactionary;保皇党;;;;;;;;;;;;x
HBY;霍比奥;;;;;;;;;;;;x
HBY_ADJ;索马里的;;;;;;;;;;;;x
QAT;卡塔尔;;;;;;;;;;;;x
QAT_ADJ;卡塔尔的;;;;;;;;;;;;x
URU_liberal_2;红党;;;;;;;;;;;;x
URU_socialist;社会党;;;;;;;;;;;;x
URU_communist;共产党;;;;;;;;;;;;x
LIT_reactionary;君主派;;;;;;;;;;;;x
LIT_reactionary_2;立陶宛民族联盟;;;;;;;;;;;;x
LIT_conservative;立陶宛劳工联合会;;;;;;;;;;;;x
